7.726713464283372741e+04;3.621000000000000000e+03
7.909647805379569763e+04;3.975000000000000000e+03
8.092582146475768241e+04;4.293000000000000000e+03
8.275516487571966718e+04;5.027000000000000000e+03
8.458450828668163740e+04;5.343000000000000000e+03
8.641385169764362217e+04;5.906000000000000000e+03
8.824319510860560695e+04;6.442000000000000000e+03
9.007253851956759172e+04;6.951000000000000000e+03
9.190188193052957649e+04;7.632000000000000000e+03
9.373122534149154671e+04;8.501000000000000000e+03
9.556056875245353149e+04;9.016000000000000000e+03
9.738991216341551626e+04;9.753000000000000000e+03
9.921925557437748648e+04;1.056000000000000000e+04
1.010485989853394713e+05;1.132000000000000000e+04
1.028779423963014560e+05;1.239600000000000000e+04
1.047072858072634408e+05;1.320500000000000000e+04
1.065366292182254256e+05;1.420500000000000000e+04
1.083659726291873958e+05;1.473000000000000000e+04
1.101953160401493806e+05;1.602600000000000000e+04
1.120246594511113653e+05;1.676500000000000000e+04
1.138540028620733356e+05;1.757500000000000000e+04
1.156833462730353203e+05;1.834900000000000000e+04
1.175126896839973051e+05;1.917100000000000000e+04
1.193420330949592899e+05;2.021600000000000000e+04
1.211713765059212747e+05;2.100300000000000000e+04
1.230007199168832449e+05;2.166200000000000000e+04
1.248300633278452297e+05;2.233800000000000000e+04
1.266594067388072144e+05;2.316200000000000000e+04
1.284887501497691846e+05;2.382100000000000000e+04
1.303180935607311694e+05;2.413800000000000000e+04
1.321474369716931542e+05;2.476200000000000000e+04
1.339767803826551244e+05;2.517700000000000000e+04
1.358061237936171237e+05;2.549900000000000000e+04
1.376354672045790940e+05;2.579600000000000000e+04
1.394648106155410642e+05;2.555800000000000000e+04
1.412941540265030635e+05;2.575000000000000000e+04
1.431234974374650337e+05;2.566700000000000000e+04
1.449528408484270331e+05;2.555300000000000000e+04
1.467821842593890033e+05;2.534400000000000000e+04
1.486115276703509735e+05;2.535600000000000000e+04
1.504408710813129728e+05;2.519600000000000000e+04
1.522702144922749430e+05;2.442300000000000000e+04
1.540995579032369424e+05;2.419800000000000000e+04
1.559289013141989126e+05;2.368700000000000000e+04
1.577582447251608828e+05;2.282100000000000000e+04
1.595875881361228821e+05;2.238900000000000000e+04
1.614169315470848524e+05;2.164700000000000000e+04
1.632462749580468226e+05;2.112900000000000000e+04
1.650756183690088219e+05;1.976900000000000000e+04
1.669049617799707921e+05;1.923600000000000000e+04
1.687343051909327623e+05;1.869000000000000000e+04
1.705636486018947617e+05;1.764100000000000000e+04
1.723929920128567319e+05;1.688300000000000000e+04
1.742223354238187312e+05;1.562700000000000000e+04
1.760516788347807014e+05;1.497800000000000000e+04
1.778810222457426717e+05;1.444600000000000000e+04
1.797103656567046710e+05;1.367700000000000000e+04
1.815397090676666412e+05;1.286400000000000000e+04
1.833690524786286405e+05;1.201500000000000000e+04
1.851983958895906108e+05;1.122100000000000000e+04
1.870277393005525810e+05;1.063800000000000000e+04
1.888570827115145803e+05;9.858000000000000000e+03
1.906864261224765505e+05;9.121000000000000000e+03
1.925157695334385207e+05;8.437000000000000000e+03
1.943451129444005201e+05;7.973000000000000000e+03
1.961744563553624903e+05;7.313000000000000000e+03
1.980037997663244605e+05;6.572000000000000000e+03
1.998331431772864598e+05;6.292000000000000000e+03
2.016624865882484301e+05;5.964000000000000000e+03
2.034918299992104294e+05;5.358000000000000000e+03
2.053211734101723996e+05;4.906000000000000000e+03
2.071505168211343698e+05;4.705000000000000000e+03
2.089798602320963691e+05;4.178000000000000000e+03
2.108092036430583394e+05;3.827000000000000000e+03
2.126385470540203387e+05;3.533000000000000000e+03
2.144678904649823089e+05;3.223000000000000000e+03
2.162972338759442791e+05;2.998000000000000000e+03
2.181265772869062785e+05;2.669000000000000000e+03
2.199559206978682487e+05;2.526000000000000000e+03
2.217852641088302189e+05;2.319000000000000000e+03
2.236146075197922182e+05;2.166000000000000000e+03
2.254439509307541884e+05;2.045000000000000000e+03
2.272732943417161587e+05;1.774000000000000000e+03
2.291026377526781580e+05;1.755000000000000000e+03
2.309319811636401282e+05;1.612000000000000000e+03
2.327613245746021275e+05;1.500000000000000000e+03
2.345906679855640978e+05;1.343000000000000000e+03
2.364200113965260680e+05;1.285000000000000000e+03
2.382493548074880673e+05;1.185000000000000000e+03
2.400786982184500375e+05;1.093000000000000000e+03
2.419080416294120369e+05;1.028000000000000000e+03
2.437373850403740071e+05;9.150000000000000000e+02
2.455667284513359773e+05;8.960000000000000000e+02
2.473960718622979766e+05;8.110000000000000000e+02
2.492254152732599468e+05;7.560000000000000000e+02
2.510547586842219171e+05;6.970000000000000000e+02
2.528841020951839164e+05;6.700000000000000000e+02
2.547134455061458866e+05;6.120000000000000000e+02
2.565427889171078568e+05;5.210000000000000000e+02
2.583721323280698562e+05;5.490000000000000000e+02
2.602014757390318264e+05;5.120000000000000000e+02
2.620308191499938257e+05;4.550000000000000000e+02
2.638601625609557959e+05;4.150000000000000000e+02
2.656895059719177661e+05;4.310000000000000000e+02
2.675188493828797364e+05;4.110000000000000000e+02
2.693481927938417648e+05;3.820000000000000000e+02
2.711775362048037350e+05;3.670000000000000000e+02
2.730068796157657052e+05;3.320000000000000000e+02
2.748362230267276755e+05;3.380000000000000000e+02
2.766655664376896457e+05;2.800000000000000000e+02
2.784949098486516159e+05;2.780000000000000000e+02
2.803242532596136443e+05;2.470000000000000000e+02
2.821535966705756146e+05;2.770000000000000000e+02
2.839829400815375848e+05;2.460000000000000000e+02
2.858122834924995550e+05;2.440000000000000000e+02
2.876416269034615252e+05;2.080000000000000000e+02
2.894709703144235536e+05;1.960000000000000000e+02
2.913003137253855239e+05;1.920000000000000000e+02
2.931296571363474941e+05;1.750000000000000000e+02
2.949590005473094643e+05;1.660000000000000000e+02
2.967883439582714345e+05;1.590000000000000000e+02
2.986176873692334630e+05;1.610000000000000000e+02
3.004470307801954332e+05;1.460000000000000000e+02
3.022763741911574034e+05;1.380000000000000000e+02
3.041057176021193736e+05;1.310000000000000000e+02
3.059350610130813438e+05;1.170000000000000000e+02
3.077644044240433723e+05;1.290000000000000000e+02
3.095937478350053425e+05;1.270000000000000000e+02
3.114230912459673127e+05;1.000000000000000000e+02
3.132524346569292829e+05;8.400000000000000000e+01
3.150817780678912532e+05;8.400000000000000000e+01
3.169111214788532234e+05;8.200000000000000000e+01
3.187404648898152518e+05;9.800000000000000000e+01
3.205698083007772220e+05;8.600000000000000000e+01
3.223991517117391923e+05;9.000000000000000000e+01
3.242284951227011625e+05;6.900000000000000000e+01
3.260578385336631327e+05;6.400000000000000000e+01
3.278871819446251611e+05;7.000000000000000000e+01
3.297165253555871313e+05;6.500000000000000000e+01
3.315458687665491016e+05;7.300000000000000000e+01
3.333752121775110718e+05;5.900000000000000000e+01
3.352045555884730420e+05;5.400000000000000000e+01
3.370338989994350122e+05;5.000000000000000000e+01
3.388632424103970407e+05;4.900000000000000000e+01
3.406925858213590109e+05;4.500000000000000000e+01
3.425219292323209811e+05;4.300000000000000000e+01
3.443512726432829513e+05;4.100000000000000000e+01
3.461806160542449215e+05;4.600000000000000000e+01
3.480099594652069500e+05;3.000000000000000000e+01
3.498393028761689202e+05;3.400000000000000000e+01
3.516686462871308904e+05;3.300000000000000000e+01
3.534979896980928606e+05;2.400000000000000000e+01
3.553273331090548309e+05;3.300000000000000000e+01
3.571566765200168593e+05;3.200000000000000000e+01
3.589860199309788295e+05;2.700000000000000000e+01
3.608153633419407997e+05;2.000000000000000000e+01
3.626447067529027699e+05;2.500000000000000000e+01
3.644740501638647402e+05;2.900000000000000000e+01
3.663033935748267686e+05;1.700000000000000000e+01
3.681327369857887388e+05;1.900000000000000000e+01
3.699620803967507090e+05;1.700000000000000000e+01
3.717914238077126793e+05;1.600000000000000000e+01
3.736207672186746495e+05;2.300000000000000000e+01
3.754501106296366197e+05;1.100000000000000000e+01
3.772794540405986481e+05;1.200000000000000000e+01
3.791087974515606184e+05;9.000000000000000000e+00
3.809381408625225886e+05;1.000000000000000000e+01
3.827674842734845588e+05;1.100000000000000000e+01
3.845968276844465290e+05;1.300000000000000000e+01
3.864261710954085574e+05;1.300000000000000000e+01
3.882555145063705277e+05;1.700000000000000000e+01
3.900848579173324979e+05;1.600000000000000000e+01
3.919142013282944681e+05;2.000000000000000000e+01
3.937435447392564383e+05;1.200000000000000000e+01
3.955728881502184086e+05;6.000000000000000000e+00
3.974022315611804370e+05;8.000000000000000000e+00
3.992315749721424072e+05;8.000000000000000000e+00
4.010609183831043774e+05;4.000000000000000000e+00
4.028902617940663476e+05;5.000000000000000000e+00
4.047196052050283179e+05;1.000000000000000000e+01
4.065489486159903463e+05;1.000000000000000000e+01
4.083782920269523165e+05;7.000000000000000000e+00
4.102076354379142867e+05;5.000000000000000000e+00
4.120369788488762570e+05;3.000000000000000000e+00
4.138663222598382272e+05;7.000000000000000000e+00
4.156956656708002556e+05;5.000000000000000000e+00
4.175250090817622258e+05;3.000000000000000000e+00
4.193543524927241961e+05;3.000000000000000000e+00
4.211836959036861663e+05;5.000000000000000000e+00
4.230130393146481365e+05;4.000000000000000000e+00
4.248423827256101649e+05;6.000000000000000000e+00
4.266717261365721351e+05;0.000000000000000000e+00
4.285010695475341054e+05;5.000000000000000000e+00
4.303304129584960756e+05;4.000000000000000000e+00
4.321597563694580458e+05;5.000000000000000000e+00
4.339890997804200160e+05;4.000000000000000000e+00
4.358184431913820445e+05;4.000000000000000000e+00
4.376477866023440147e+05;1.000000000000000000e+00
4.394771300133059849e+05;2.000000000000000000e+00
4.413064734242679551e+05;4.000000000000000000e+00
4.431358168352299253e+05;2.000000000000000000e+00
4.449651602461919538e+05;0.000000000000000000e+00
4.467945036571539240e+05;1.000000000000000000e+00
4.486238470681158942e+05;2.000000000000000000e+00
4.504531904790778644e+05;1.000000000000000000e+00
4.522825338900398347e+05;1.000000000000000000e+00
4.541118773010018049e+05;1.000000000000000000e+00
4.559412207119638333e+05;1.000000000000000000e+00
4.577705641229258035e+05;1.000000000000000000e+00
4.595999075338877738e+05;2.000000000000000000e+00
4.614292509448497440e+05;3.000000000000000000e+00
4.632585943558117142e+05;0.000000000000000000e+00
4.650879377667737426e+05;1.000000000000000000e+00
4.669172811777357128e+05;1.000000000000000000e+00
4.687466245886976831e+05;2.000000000000000000e+00
4.705759679996596533e+05;0.000000000000000000e+00
4.724053114106216235e+05;0.000000000000000000e+00
4.742346548215836519e+05;0.000000000000000000e+00
4.760639982325456222e+05;2.000000000000000000e+00
4.778933416435075924e+05;0.000000000000000000e+00
4.797226850544695626e+05;0.000000000000000000e+00
4.815520284654315328e+05;0.000000000000000000e+00
4.833813718763935613e+05;0.000000000000000000e+00
4.852107152873555315e+05;0.000000000000000000e+00
4.870400586983175017e+05;0.000000000000000000e+00
4.888694021092794719e+05;1.000000000000000000e+00
4.906987455202414421e+05;0.000000000000000000e+00
4.925280889312034124e+05;0.000000000000000000e+00
4.943574323421654408e+05;0.000000000000000000e+00
4.961867757531274110e+05;0.000000000000000000e+00
4.980161191640893812e+05;0.000000000000000000e+00
4.998454625750513515e+05;0.000000000000000000e+00
5.016748059860133217e+05;0.000000000000000000e+00
5.035041493969753501e+05;0.000000000000000000e+00
5.053334928079373203e+05;0.000000000000000000e+00
5.071628362188992905e+05;0.000000000000000000e+00
5.089921796298612608e+05;0.000000000000000000e+00
5.108215230408232310e+05;0.000000000000000000e+00
5.126508664517852012e+05;1.000000000000000000e+00
5.144802098627472296e+05;0.000000000000000000e+00
5.163095532737091999e+05;0.000000000000000000e+00
5.181388966846711701e+05;0.000000000000000000e+00
5.199682400956331403e+05;0.000000000000000000e+00
5.217975835065951105e+05;1.000000000000000000e+00
5.236269269175571389e+05;0.000000000000000000e+00
5.254562703285190510e+05;0.000000000000000000e+00
5.272856137394810794e+05;0.000000000000000000e+00
5.291149571504431078e+05;0.000000000000000000e+00
5.309443005614050198e+05;0.000000000000000000e+00
5.327736439723670483e+05;0.000000000000000000e+00
5.346029873833289603e+05;0.000000000000000000e+00
5.364323307942909887e+05;0.000000000000000000e+00
5.382616742052530171e+05;0.000000000000000000e+00
5.400910176162149291e+05;0.000000000000000000e+00
5.419203610271769576e+05;0.000000000000000000e+00
5.437497044381388696e+05;0.000000000000000000e+00
5.455790478491008980e+05;0.000000000000000000e+00
5.474083912600629264e+05;1.000000000000000000e+00
